farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM1713,South India,Soybean,20.69,7.24,15.31,79.62,55.49,7.48,Drip,Mixed,26.56,03-02-2024,22-06-2024,140,3183.18,SENS1713,18-06-2024,18.90476,73.240318,0.7,
FARM1714,South USA,Cotton,19.1,7.43,20.98,70.51,72.84,7.48,Manual,Inorganic,24.77,13-02-2024,05-06-2024,113,5925.6,SENS1714,24-04-2024,13.451605,72.519534,0.5,Severe
FARM1715,South India,Wheat,17.98,5.84,30.54,269.68,77.11,8.26,Sprinkler,Organic,24.15,07-02-2024,04-07-2024,148,2596.67,SENS1715,14-02-2024,21.299945,81.540365,0.84,
FARM1716,North India,Maize,30.58,5.67,16.35,64.41,42.11,6.77,Drip,Mixed,21.48,20-01-2024,28-04-2024,99,3043.9,SENS1716,21-01-2024,29.428334,70.470597,0.76,Moderate
FARM1717,South USA,Cotton,25.95,6.36,28.06,292.29,85.93,8.78,,Inorganic,24.34,05-01-2024,10-05-2024,126,3522.88,SENS1717,30-04-2024,25.677594,83.944706,0.74,Severe
FARM1718,South USA,Maize,20.85,6.41,31.88,52.8,54.56,6.62,Drip,Inorganic,23.98,08-02-2024,10-06-2024,123,5541.06,SENS1718,26-05-2024,29.770881,72.04521,0.71,Mild
FARM1719,South USA,Maize,43.31,5.92,25.89,134.54,46.41,8.26,Manual,Organic,20.88,24-01-2024,15-05-2024,112,5585.33,SENS1719,20-03-2024,34.193825,71.819094,0.41,Moderate
FARM1720,North India,Rice,44.69,6.4,34.25,230.18,57.75,8.24,Drip,Inorganic,20.39,28-02-2024,07-07-2024,130,5935.56,SENS1720,07-05-2024,16.08058,81.962803,0.36,Severe
FARM1721,East Africa,Cotton,29.4,6.67,17.13,253.49,58.77,7.33,Manual,Organic,10.24,13-01-2024,22-04-2024,100,5311.72,SENS1721,30-03-2024,26.169461,87.929475,0.74,Moderate
FARM1722,South USA,Cotton,20.4,6.21,30.67,218.12,77.34,6.65,Manual,Mixed,21.42,22-01-2024,26-05-2024,125,3370.3,SENS1722,22-01-2024,24.080683,72.946614,0.83,
FARM1723,East Africa,Rice,22.61,6.92,28.15,150.62,65.35,8.23,Drip,Inorganic,20.16,27-02-2024,14-07-2024,138,3770.25,SENS1723,30-06-2024,19.280406,75.373837,0.72,Moderate
FARM1724,South India,Soybean,21.25,6.85,26.05,266.66,62.49,8.23,Sprinkler,Mixed,18.45,24-01-2024,18-06-2024,146,3518.21,SENS1724,04-02-2024,33.953724,80.78694,0.84,Mild
FARM1725,South India,Rice,27.81,5.95,20.81,284.8,87.58,6.55,,Mixed,6.85,20-02-2024,04-06-2024,105,3397.1,SENS1725,26-02-2024,31.825094,82.917452,0.67,Moderate
FARM1726,South India,Rice,28.84,5.66,22.78,272.75,77.71,5.67,Sprinkler,Organic,18.56,18-02-2024,14-07-2024,147,3052.14,SENS1726,23-03-2024,27.435403,74.332003,0.72,Moderate
FARM1727,East Africa,Maize,17.37,6.56,28.28,213.13,82.09,5.64,Drip,Inorganic,19.76,23-02-2024,29-05-2024,96,3625.98,SENS1727,13-04-2024,31.993392,82.651227,0.61,Mild
FARM1728,East Africa,Maize,17.47,6.25,24.74,232.3,71.01,7.84,,Mixed,7.9,09-02-2024,24-05-2024,105,3379.38,SENS1728,21-03-2024,25.884613,81.109475,0.33,Moderate
FARM1729,East Africa,Cotton,24.63,7.03,24.89,294.74,64.71,7.51,,Mixed,22.13,03-02-2024,09-06-2024,127,3079.3,SENS1729,22-04-2024,27.58389,86.071808,0.75,
FARM1730,South USA,Soybean,36.38,6.8,23.29,270.76,48.4,6.88,Sprinkler,Mixed,15.86,01-03-2024,08-07-2024,129,5646.41,SENS1730,06-07-2024,32.137595,84.0144,0.89,Severe
FARM1731,South India,Cotton,19.81,5.59,21.34,126.84,82.64,7.58,Drip,Inorganic,24.1,23-01-2024,28-05-2024,126,3518.44,SENS1731,23-04-2024,28.253728,82.822546,0.56,Mild
FARM1732,Central USA,Soybean,15.78,6.45,18.66,208.4,74.22,7.96,Drip,Organic,19.47,01-03-2024,02-06-2024,93,4539.65,SENS1732,31-05-2024,15.176211,73.285861,0.83,Severe
FARM1733,South USA,Rice,30.73,5.93,29.98,259.66,77.35,5.92,Drip,Organic,25.27,15-02-2024,24-06-2024,130,3142.4,SENS1733,03-04-2024,31.222163,76.720564,0.57,Severe
FARM1734,South USA,Rice,35.69,6.23,15.52,227.3,58.36,6.82,,Organic,21.61,28-01-2024,10-06-2024,134,3366.51,SENS1734,01-06-2024,36.695573,78.5443,0.58,Severe
FARM1735,North India,Wheat,43.02,5.86,17.67,109.7,61.19,5.42,,Inorganic,13.01,14-02-2024,17-06-2024,124,4808.04,SENS1735,23-05-2024,28.911368,81.594387,0.6,Moderate
FARM1736,East Africa,Maize,24.32,6.3,17.3,114.3,78.33,8.46,,Organic,5.28,29-02-2024,24-06-2024,116,2668.36,SENS1736,17-04-2024,25.10479,76.638015,0.47,Severe
FARM1737,South India,Wheat,40.28,5.72,21.73,249.46,55.61,8.5,Sprinkler,Organic,26.26,12-02-2024,08-06-2024,117,3931.17,SENS1737,08-04-2024,25.135029,73.263185,0.44,Moderate
FARM1738,South USA,Maize,38.54,5.87,18.12,163.72,63.0,7.63,Manual,Mixed,26.49,07-01-2024,31-05-2024,145,4924.06,SENS1738,20-02-2024,30.638517,80.036015,0.48,Moderate
FARM1739,East Africa,Cotton,24.89,5.87,30.46,62.88,43.31,8.97,Manual,Organic,29.26,23-01-2024,31-05-2024,129,5609.92,SENS1739,27-05-2024,24.818233,76.113381,0.55,
FARM1740,Central USA,Rice,41.12,6.74,20.81,70.75,83.9,5.88,,Mixed,6.62,09-01-2024,24-04-2024,106,3892.01,SENS1740,12-02-2024,21.444925,74.646665,0.35,Moderate
FARM1741,South USA,Wheat,33.61,6.6,23.93,101.85,80.91,5.81,,Inorganic,27.78,21-01-2024,06-05-2024,106,4336.59,SENS1741,19-03-2024,27.011168,85.271925,0.52,Mild
FARM1742,East Africa,Maize,37.02,6.36,29.62,242.58,66.73,8.83,Sprinkler,Organic,13.83,06-01-2024,04-05-2024,119,2550.7,SENS1742,13-03-2024,18.287199,87.774458,0.49,Moderate
FARM1743,South India,Soybean,25.32,7.41,18.79,94.9,69.08,5.39,,Mixed,7.13,12-02-2024,04-06-2024,113,3651.3,SENS1743,24-05-2024,17.365645,83.079257,0.38,Severe
FARM1744,South USA,Wheat,29.15,6.41,31.06,94.27,40.38,7.73,,Organic,24.95,27-01-2024,25-05-2024,119,5141.4,SENS1744,09-03-2024,15.196852,84.657374,0.38,Mild
FARM1745,Central USA,Soybean,30.57,6.36,18.3,136.34,87.04,7.26,Drip,Inorganic,25.91,02-01-2024,21-05-2024,140,3662.71,SENS1745,22-02-2024,19.65465,85.359516,0.58,Moderate
FARM1746,North India,Wheat,26.58,6.15,18.5,72.47,43.33,5.56,Sprinkler,Organic,11.93,25-02-2024,10-07-2024,136,4450.9,SENS1746,10-07-2024,22.298997,73.154154,0.63,Moderate
FARM1747,North India,Maize,17.23,6.99,20.15,167.49,78.73,7.09,Sprinkler,Inorganic,12.24,04-01-2024,15-04-2024,102,2770.17,SENS1747,20-03-2024,21.975583,80.785769,0.89,Severe
FARM1748,South India,Maize,44.79,5.71,33.4,258.43,80.98,7.79,Drip,Inorganic,15.16,31-01-2024,01-06-2024,122,3033.79,SENS1748,06-04-2024,14.219786,78.558789,0.7,
FARM1749,Central USA,Soybean,25.96,6.77,15.57,297.45,45.56,5.27,,Inorganic,29.58,15-02-2024,14-06-2024,120,4064.65,SENS1749,10-04-2024,31.233335,72.145342,0.54,Moderate
FARM1750,Central USA,Soybean,39.29,6.55,17.85,277.51,88.7,7.42,,Mixed,13.75,11-02-2024,29-06-2024,139,4987.56,SENS1750,16-04-2024,35.124466,80.790513,0.39,Severe
FARM1751,Central USA,Wheat,18.62,7.13,32.44,270.95,62.18,5.05,Manual,Organic,8.52,01-01-2024,18-05-2024,138,3789.86,SENS1751,21-01-2024,31.784667,82.531309,0.34,Moderate
FARM1752,South USA,Cotton,15.13,6.57,34.95,96.17,81.25,5.84,Manual,Mixed,9.1,09-02-2024,04-07-2024,146,3094.77,SENS1752,08-03-2024,18.441809,74.360632,0.4,Mild
FARM1753,East Africa,Maize,34.03,6.96,19.3,103.08,80.74,6.4,Manual,Inorganic,11.96,20-02-2024,06-06-2024,107,3575.43,SENS1753,03-03-2024,36.87017,75.740213,0.58,Moderate
FARM1754,East Africa,Soybean,38.17,5.67,19.23,133.84,47.13,5.14,Sprinkler,Inorganic,19.65,14-02-2024,16-06-2024,123,5839.74,SENS1754,02-04-2024,34.951628,80.322838,0.76,Severe
FARM1755,Central USA,Wheat,36.89,5.97,23.64,274.13,53.49,7.17,Manual,Mixed,17.72,25-02-2024,28-06-2024,124,5923.79,SENS1755,16-03-2024,15.123389,72.713567,0.31,Mild
FARM1756,Central USA,Rice,31.82,5.55,28.39,178.81,71.42,6.75,,Inorganic,15.89,27-01-2024,12-05-2024,106,5758.4,SENS1756,09-05-2024,33.510778,81.742323,0.57,Mild
FARM1757,Central USA,Maize,31.03,5.58,24.14,154.43,83.79,6.56,Manual,Organic,8.53,09-02-2024,21-06-2024,133,4892.71,SENS1757,23-04-2024,17.003724,82.62768,0.45,Severe
FARM1758,North India,Soybean,26.2,5.67,30.62,210.56,49.25,8.25,Sprinkler,Mixed,27.93,02-01-2024,19-04-2024,108,3782.63,SENS1758,03-02-2024,24.65883,83.349096,0.62,
FARM1759,North India,Soybean,18.13,5.97,26.43,289.92,72.85,6.86,,Inorganic,12.85,23-01-2024,07-05-2024,105,5391.93,SENS1759,23-04-2024,23.482224,76.583376,0.78,Mild
FARM1760,Central USA,Maize,26.91,5.55,25.99,67.11,46.6,8.24,,Inorganic,16.19,07-02-2024,05-07-2024,149,5524.65,SENS1760,08-03-2024,18.147088,73.946298,0.5,Moderate
FARM1761,North India,Wheat,41.58,6.94,31.82,290.46,62.95,6.55,Sprinkler,Organic,17.97,13-02-2024,02-07-2024,140,2741.38,SENS1761,10-04-2024,31.205728,75.300966,0.38,Severe
FARM1762,East Africa,Soybean,31.67,6.07,21.88,210.57,83.8,5.23,Drip,Organic,6.37,01-01-2024,06-05-2024,126,2882.95,SENS1762,05-01-2024,14.371834,76.709852,0.88,
FARM1763,Central USA,Maize,28.62,5.93,27.99,208.02,76.16,6.84,Drip,Organic,14.11,11-01-2024,15-04-2024,95,4405.99,SENS1763,13-04-2024,16.70935,71.661197,0.62,
FARM1764,East Africa,Wheat,18.64,7.47,34.31,205.55,81.07,7.98,,Organic,25.07,02-01-2024,01-04-2024,90,5904.74,SENS1764,21-02-2024,21.885662,86.58283,0.72,
FARM1765,East Africa,Cotton,18.97,5.74,19.83,58.95,73.2,7.98,,Organic,26.07,12-02-2024,31-05-2024,109,3783.37,SENS1765,09-04-2024,31.522718,79.325926,0.68,Severe
FARM1766,North India,Rice,34.46,6.63,31.97,224.06,57.33,7.38,,Inorganic,15.64,13-02-2024,28-05-2024,105,2706.66,SENS1766,12-05-2024,18.098872,80.209119,0.78,Severe
FARM1767,South India,Wheat,20.02,6.39,27.36,280.89,64.96,7.69,Drip,Inorganic,6.63,27-02-2024,03-07-2024,127,2791.24,SENS1767,07-04-2024,23.378336,82.461526,0.52,Mild
FARM1768,South India,Wheat,41.78,6.59,25.93,299.06,85.85,7.43,Drip,Inorganic,16.71,11-02-2024,24-05-2024,103,5625.84,SENS1768,01-04-2024,33.829313,72.733671,0.7,
FARM1769,East Africa,Rice,32.52,7.31,18.41,282.72,68.87,7.76,Sprinkler,Mixed,22.33,20-01-2024,01-05-2024,102,3186.11,SENS1769,09-03-2024,16.711083,79.577149,0.35,Severe
FARM1770,North India,Rice,41.2,5.64,25.2,223.47,69.67,5.55,Sprinkler,Organic,29.93,23-01-2024,02-06-2024,131,3275.2,SENS1770,22-02-2024,34.435186,77.08793,0.35,Severe
FARM1771,Central USA,Cotton,34.62,6.94,30.0,176.11,70.37,6.07,,Mixed,17.62,20-02-2024,12-07-2024,143,3200.78,SENS1771,22-03-2024,20.285434,87.973868,0.79,
FARM1772,East Africa,Soybean,23.35,7.28,26.81,187.29,73.14,8.29,Sprinkler,Inorganic,27.5,28-01-2024,15-06-2024,139,3786.88,SENS1772,19-02-2024,15.601646,78.525534,0.9,Moderate
FARM1773,South USA,Wheat,21.14,5.58,20.05,144.28,41.8,6.21,Drip,Inorganic,18.35,31-01-2024,18-06-2024,139,4563.58,SENS1773,18-02-2024,27.990656,84.450189,0.33,
FARM1774,Central USA,Maize,18.79,6.06,22.86,262.42,88.15,5.82,,Organic,23.72,02-02-2024,26-06-2024,145,3200.06,SENS1774,12-02-2024,19.916889,81.990744,0.68,Mild
FARM1775,Central USA,Maize,39.77,5.67,31.52,96.62,40.2,8.62,Sprinkler,Mixed,26.51,18-01-2024,11-05-2024,114,4487.73,SENS1775,05-03-2024,34.223847,86.706353,0.79,Moderate
FARM1776,East Africa,Maize,41.35,7.08,33.08,142.76,69.79,7.3,Manual,Inorganic,6.82,27-02-2024,04-06-2024,98,4719.0,SENS1776,20-04-2024,36.952096,85.791341,0.65,Moderate
FARM1777,East Africa,Soybean,34.31,6.49,34.43,228.31,41.35,7.59,,Mixed,6.53,01-02-2024,24-06-2024,144,5888.44,SENS1777,04-03-2024,20.888866,71.869402,0.45,Severe
FARM1778,Central USA,Wheat,42.83,6.37,32.94,257.25,81.9,6.22,Manual,Mixed,26.18,31-01-2024,28-06-2024,149,4039.48,SENS1778,20-06-2024,18.212978,73.750848,0.74,
FARM1779,South India,Cotton,39.07,7.32,26.52,260.67,45.77,7.04,,Mixed,15.31,25-02-2024,25-06-2024,121,3522.36,SENS1779,15-05-2024,21.556558,75.36944,0.53,Mild
FARM1780,South India,Wheat,44.9,6.86,32.19,181.11,69.91,8.32,Sprinkler,Inorganic,13.06,03-01-2024,09-05-2024,127,3581.16,SENS1780,15-02-2024,28.109604,74.342047,0.78,Moderate
FARM1781,South India,Cotton,28.04,6.31,34.69,70.28,49.57,8.98,Manual,Inorganic,26.2,18-02-2024,23-05-2024,95,4794.0,SENS1781,27-02-2024,20.65796,87.287018,0.4,Severe
FARM1782,Central USA,Cotton,40.11,5.64,34.33,251.74,87.43,5.35,Drip,Organic,29.67,21-01-2024,26-05-2024,126,5734.43,SENS1782,30-04-2024,34.878519,73.427911,0.52,Severe
FARM1783,North India,Rice,40.93,6.26,34.93,117.54,75.32,6.25,Manual,Organic,13.23,22-02-2024,04-07-2024,133,4357.94,SENS1783,21-03-2024,33.274664,72.339593,0.85,
FARM1784,East Africa,Rice,32.91,6.78,33.6,199.84,81.42,5.46,,Inorganic,26.64,21-01-2024,26-04-2024,96,5929.09,SENS1784,01-04-2024,32.280539,85.334067,0.79,Severe
FARM1785,Central USA,Soybean,43.49,7.11,16.87,79.81,85.32,8.62,,Mixed,12.74,27-01-2024,14-06-2024,139,5361.03,SENS1785,07-05-2024,26.417636,73.437025,0.87,Moderate
FARM1786,South India,Rice,40.42,6.86,31.1,214.61,43.46,6.58,Drip,Organic,9.76,20-01-2024,29-05-2024,130,3874.26,SENS1786,03-03-2024,33.594149,86.683464,0.45,Severe
FARM1787,South India,Rice,44.71,5.84,28.37,233.26,89.36,7.2,Drip,Mixed,9.05,10-02-2024,11-06-2024,122,4714.42,SENS1787,13-05-2024,19.733037,81.810054,0.37,Moderate
FARM1788,East Africa,Maize,38.02,7.2,26.76,129.89,83.54,6.88,Manual,Mixed,8.93,13-02-2024,21-05-2024,98,3318.65,SENS1788,07-03-2024,21.608959,86.124727,0.79,Moderate
FARM1789,South India,Cotton,33.16,6.85,34.96,296.3,42.4,8.89,,Mixed,23.08,24-01-2024,10-06-2024,138,4713.69,SENS1789,02-04-2024,15.50216,84.231712,0.43,Mild
FARM1790,North India,Rice,31.75,7.43,26.57,145.55,77.93,6.66,Drip,Organic,23.43,17-02-2024,24-05-2024,97,2784.96,SENS1790,30-03-2024,31.738958,79.355888,0.57,
FARM1791,Central USA,Maize,40.99,6.2,29.59,109.35,41.49,7.29,Sprinkler,Mixed,8.57,21-02-2024,12-07-2024,142,4820.71,SENS1791,21-04-2024,36.216914,80.350305,0.89,
FARM1792,South India,Maize,35.16,7.38,29.02,169.44,43.61,5.87,Manual,Mixed,20.59,10-01-2024,12-05-2024,123,3864.32,SENS1792,25-01-2024,14.699799,84.419121,0.38,
FARM1793,South India,Wheat,16.47,6.82,24.1,236.56,40.21,5.57,,Organic,16.32,12-01-2024,15-04-2024,94,3889.68,SENS1793,20-03-2024,16.337663,79.628368,0.69,Mild
FARM1794,North India,Maize,25.37,6.97,24.37,53.14,59.8,5.1,Drip,Inorganic,26.76,19-01-2024,15-06-2024,148,4722.21,SENS1794,04-03-2024,27.059704,83.754806,0.58,
FARM1795,East Africa,Soybean,33.12,5.98,28.58,214.74,49.0,8.09,Manual,Inorganic,12.36,11-02-2024,25-05-2024,104,3351.04,SENS1795,17-03-2024,27.569295,85.988189,0.7,Mild
FARM1796,North India,Cotton,19.8,5.98,25.98,202.63,82.13,8.55,Sprinkler,Organic,22.43,22-01-2024,24-04-2024,93,4735.83,SENS1796,01-02-2024,30.553493,72.03704,0.88,Moderate
FARM1797,Central USA,Soybean,17.32,6.86,33.53,235.68,45.74,8.97,Manual,Inorganic,28.25,22-02-2024,03-07-2024,132,4128.69,SENS1797,02-07-2024,17.809147,86.165721,0.75,
FARM1798,North India,Cotton,41.86,5.84,23.19,236.42,48.7,6.29,Sprinkler,Mixed,16.88,13-01-2024,31-05-2024,139,4457.37,SENS1798,21-04-2024,36.508765,75.932037,0.45,Mild
FARM1799,East Africa,Wheat,26.0,6.57,24.23,298.57,65.12,7.78,Manual,Mixed,15.87,05-01-2024,24-05-2024,140,2518.57,SENS1799,12-01-2024,26.068322,76.539295,0.34,
FARM1800,South USA,Rice,38.53,7.3,18.86,57.99,62.34,8.02,Drip,Organic,27.02,01-01-2024,05-04-2024,95,3770.86,SENS1800,30-01-2024,18.889703,87.706153,0.84,Moderate
FARM1801,South India,Soybean,19.94,6.74,19.04,52.73,66.68,8.1,,Inorganic,26.85,25-01-2024,02-06-2024,129,3788.69,SENS1801,27-05-2024,26.688816,79.991075,0.47,Severe
FARM1802,South India,Cotton,24.52,7.08,22.29,249.54,89.44,7.01,Manual,Inorganic,16.1,15-01-2024,29-04-2024,105,3734.28,SENS1802,20-01-2024,15.432439,84.629318,0.83,Moderate
FARM1803,South India,Rice,41.77,6.88,25.53,245.77,60.23,7.13,Sprinkler,Mixed,14.43,09-02-2024,29-05-2024,110,5295.17,SENS1803,28-02-2024,34.336065,86.982633,0.36,
FARM1804,North India,Wheat,32.92,6.38,30.92,104.8,73.04,6.61,,Mixed,16.27,13-01-2024,12-05-2024,120,5153.8,SENS1804,12-02-2024,28.688248,87.937785,0.32,
FARM1805,South India,Rice,20.51,6.95,17.22,210.85,44.02,5.13,Drip,Organic,17.38,31-01-2024,31-05-2024,121,4158.92,SENS1805,19-02-2024,16.922123,83.67136,0.36,Moderate
FARM1806,North India,Maize,30.2,6.05,24.33,281.01,41.76,6.53,Sprinkler,Inorganic,27.2,08-01-2024,19-05-2024,132,5353.51,SENS1806,14-03-2024,19.454981,73.56203,0.84,Moderate
FARM1807,North India,Wheat,20.66,6.42,31.89,128.36,61.87,5.83,Sprinkler,Organic,8.69,24-02-2024,22-06-2024,119,3296.54,SENS1807,13-06-2024,26.662729,85.188866,0.77,
FARM1808,North India,Wheat,22.07,6.74,31.98,202.01,74.76,7.78,Drip,Mixed,15.05,15-02-2024,10-06-2024,116,2679.67,SENS1808,19-04-2024,18.872318,74.926952,0.74,
FARM1809,Central USA,Maize,32.31,7.22,21.09,203.32,50.69,8.07,Sprinkler,Organic,7.47,17-02-2024,15-07-2024,149,2887.02,SENS1809,27-06-2024,28.989794,80.719484,0.38,Severe
FARM1810,North India,Maize,36.76,5.51,20.68,258.16,42.3,8.73,Drip,Organic,15.47,05-02-2024,05-06-2024,121,4893.91,SENS1810,19-02-2024,18.64247,83.75778,0.64,Severe
FARM1811,East Africa,Maize,24.63,6.88,21.97,145.88,82.63,8.64,Drip,Mixed,19.5,24-02-2024,11-06-2024,108,3437.4,SENS1811,06-04-2024,32.296808,70.584428,0.9,Severe
FARM1812,South India,Cotton,37.59,6.82,34.29,78.35,56.12,5.47,,Organic,13.89,24-01-2024,05-05-2024,102,5923.75,SENS1812,23-02-2024,22.826098,82.363836,0.56,Mild
FARM1813,Central USA,Maize,18.9,5.83,32.92,173.54,45.0,7.77,,Mixed,19.66,16-02-2024,15-06-2024,120,4987.32,SENS1813,26-03-2024,18.85917,81.829596,0.57,Severe
FARM1814,South USA,Soybean,28.51,7.34,28.66,68.05,57.58,7.25,Drip,Inorganic,16.09,20-02-2024,19-06-2024,120,5668.94,SENS1814,11-06-2024,16.613602,86.261863,0.58,Mild
FARM1815,South USA,Maize,42.85,6.07,29.76,97.14,51.38,8.83,Sprinkler,Inorganic,14.79,02-02-2024,18-06-2024,137,5217.17,SENS1815,06-04-2024,13.519829,81.519095,0.52,
FARM1816,East Africa,Rice,43.42,5.52,28.27,273.43,88.77,5.05,Manual,Organic,20.23,24-01-2024,01-06-2024,129,3859.92,SENS1816,01-04-2024,17.90155,81.745004,0.48,Mild
FARM1817,North India,Rice,30.75,7.25,22.58,167.42,59.04,8.35,Drip,Mixed,16.86,21-02-2024,28-05-2024,97,5497.65,SENS1817,18-05-2024,35.980409,74.051092,0.53,Mild
FARM1818,South India,Rice,41.54,6.41,15.37,60.37,71.93,7.29,,Inorganic,26.77,26-01-2024,15-05-2024,110,5416.26,SENS1818,23-03-2024,22.612727,75.088167,0.37,Mild
FARM1819,South India,Soybean,18.39,7.24,20.19,295.37,65.12,5.99,Drip,Mixed,9.61,11-02-2024,28-06-2024,138,4336.47,SENS1819,15-05-2024,20.985308,83.330037,0.55,
FARM1820,South USA,Rice,30.48,6.23,29.47,259.7,65.28,8.16,,Organic,21.67,27-02-2024,13-06-2024,107,4792.79,SENS1820,16-05-2024,18.100094,79.919622,0.57,
FARM1821,South India,Wheat,44.55,6.08,16.21,189.05,83.55,5.28,Sprinkler,Mixed,20.82,12-01-2024,10-05-2024,119,3548.49,SENS1821,24-01-2024,17.66508,80.600285,0.84,Moderate
FARM1822,Central USA,Wheat,17.92,6.35,24.17,112.38,87.54,6.8,Sprinkler,Mixed,24.1,21-01-2024,10-05-2024,110,5173.08,SENS1822,29-01-2024,33.627429,78.157593,0.81,
FARM1823,Central USA,Cotton,32.96,6.12,21.03,226.94,82.43,5.92,Drip,Inorganic,18.04,12-01-2024,23-05-2024,132,4348.26,SENS1823,21-01-2024,17.370064,70.189691,0.83,Mild
FARM1824,South India,Wheat,16.87,6.89,20.3,245.08,49.32,5.52,Drip,Inorganic,6.06,17-02-2024,02-06-2024,106,4805.08,SENS1824,16-05-2024,14.644396,85.856056,0.6,Severe
FARM1825,South USA,Maize,28.66,6.78,34.01,168.47,54.17,7.4,Drip,Mixed,28.51,20-01-2024,30-05-2024,131,3773.21,SENS1825,31-01-2024,27.771116,73.662852,0.87,Mild
FARM1826,North India,Rice,42.25,5.88,33.59,219.33,73.26,5.06,,Mixed,11.97,16-01-2024,11-05-2024,116,2813.82,SENS1826,16-04-2024,18.948246,73.50311,0.84,Moderate
FARM1827,East Africa,Soybean,16.81,6.66,34.11,172.8,85.69,5.88,Drip,Mixed,24.26,21-01-2024,12-05-2024,112,3117.57,SENS1827,07-03-2024,28.855308,80.592662,0.88,
FARM1828,Central USA,Wheat,16.52,6.59,19.46,96.37,54.78,6.85,Drip,Inorganic,13.18,21-02-2024,01-07-2024,131,2554.37,SENS1828,10-04-2024,21.387887,81.223535,0.79,Mild
FARM1829,East Africa,Wheat,40.16,6.31,25.57,162.3,80.07,5.12,Sprinkler,Organic,25.84,23-02-2024,23-05-2024,90,4544.49,SENS1829,29-02-2024,20.521475,81.857535,0.62,
FARM1830,Central USA,Maize,30.63,6.5,22.19,103.58,62.45,7.35,,Mixed,7.18,04-01-2024,08-04-2024,95,3903.58,SENS1830,01-03-2024,22.135848,84.808238,0.45,Severe
FARM1831,South India,Maize,25.08,5.67,29.82,292.68,83.63,5.9,,Organic,20.97,05-01-2024,17-04-2024,103,3186.04,SENS1831,20-01-2024,29.168109,76.902632,0.75,Moderate
FARM1832,North India,Wheat,36.1,7.21,19.2,201.02,42.28,7.55,,Organic,10.08,01-03-2024,26-07-2024,147,4659.31,SENS1832,20-05-2024,31.290215,77.573531,0.31,Moderate
FARM1833,South India,Maize,16.0,7.34,24.58,209.24,44.45,5.11,Sprinkler,Mixed,24.58,04-02-2024,21-06-2024,138,4073.46,SENS1833,10-06-2024,16.216575,79.966386,0.54,Mild
FARM1834,East Africa,Maize,23.96,6.3,19.23,242.61,58.75,7.47,Manual,Organic,5.15,11-02-2024,17-05-2024,96,5525.32,SENS1834,08-05-2024,20.067719,83.567949,0.77,Mild
FARM1835,South India,Wheat,27.55,7.32,26.1,242.75,69.68,8.03,Drip,Inorganic,15.39,19-01-2024,04-06-2024,137,3750.43,SENS1835,12-04-2024,36.509981,80.673312,0.33,Mild
FARM1836,North India,Soybean,30.5,7.23,29.39,71.59,56.78,7.21,Sprinkler,Organic,28.7,03-01-2024,22-04-2024,110,2558.19,SENS1836,14-01-2024,25.194925,75.075178,0.7,Severe
FARM1837,Central USA,Maize,40.63,6.6,27.02,209.73,59.96,8.0,Sprinkler,Mixed,17.02,20-01-2024,04-05-2024,105,4279.96,SENS1837,07-03-2024,30.709143,84.96524,0.87,Mild
FARM1838,Central USA,Rice,20.37,6.15,17.52,99.2,68.26,6.6,Sprinkler,Mixed,16.67,23-01-2024,09-05-2024,107,2898.8,SENS1838,23-01-2024,13.943729,72.305488,0.56,Severe
FARM1839,East Africa,Wheat,44.33,6.54,16.29,81.84,68.78,7.91,Drip,Mixed,17.22,10-02-2024,15-05-2024,95,5586.01,SENS1839,20-03-2024,29.613175,70.755789,0.33,Severe
FARM1840,North India,Rice,38.01,6.43,28.27,230.6,56.07,8.77,Sprinkler,Organic,20.83,29-01-2024,27-05-2024,119,2640.94,SENS1840,20-03-2024,17.204442,85.804827,0.77,Mild
FARM1841,North India,Maize,44.6,7.4,27.46,149.24,68.77,5.99,,Organic,19.97,03-02-2024,17-06-2024,135,4505.82,SENS1841,22-04-2024,35.962395,75.130756,0.56,
FARM1842,South India,Cotton,41.36,5.91,19.72,131.08,52.03,8.03,Sprinkler,Organic,18.48,11-02-2024,24-05-2024,103,3443.11,SENS1842,28-02-2024,27.96882,80.343145,0.86,Mild
FARM1843,South India,Cotton,19.95,6.57,31.58,235.94,40.8,7.51,Manual,Organic,21.9,07-02-2024,24-05-2024,107,2852.18,SENS1843,15-03-2024,25.156662,79.347466,0.53,Mild
FARM1844,North India,Cotton,39.19,6.52,23.27,171.59,50.16,5.36,Sprinkler,Mixed,6.74,04-02-2024,14-05-2024,100,4694.76,SENS1844,19-03-2024,33.148847,70.618453,0.54,Mild
FARM1845,South India,Rice,20.91,6.42,33.69,209.62,61.58,6.63,,Inorganic,24.11,24-01-2024,16-05-2024,113,5529.96,SENS1845,25-03-2024,22.232,87.925058,0.37,Moderate
FARM1846,East Africa,Cotton,32.88,6.56,29.92,298.86,40.51,6.24,,Mixed,23.01,15-01-2024,24-05-2024,130,2569.94,SENS1846,06-03-2024,30.381703,86.513924,0.33,Moderate
